trade_date,open,high,low,close,adj_close,vol
2017/5/10,5398.810059,5402.339844,5377.75,5400.459961,5400.459961,100058200
2017/5/11,5409.899902,5409.990234,5356.410156,5383.419922,5383.419922,124960400
2017/5/12,5386.790039,5405.419922,5375.47998,5405.419922,5405.419922,158409000
2017/5/15,5411.27002,5417.399902,5384.540039,5417.399902,5417.399902,97533000
2017/5/16,5398.149902,5417.169922,5389.870117,5406.100098,5406.100098,95519900
2017/5/17,5375.839844,5394.879883,5297.430176,5317.890137,5317.890137,118949500
2017/5/18,5309.910156,5322.700195,5238.509766,5289.72998,5289.72998,124719100
2017/5/19,5299.399902,5334.450195,5292.120117,5324.399902,5324.399902,108705400
2017/5/22,5335.120117,5339.410156,5315.22998,5322.879883,5322.879883,73526700
2017/5/23,5317.120117,5368.879883,5314.47998,5348.160156,5348.160156,85536300
2017/5/24,5336.97998,5353.009766,5326.589844,5341.339844,5341.339844,79667800
2017/5/25,5360.970215,5366.700195,5323.109863,5337.160156,5337.160156,66254500
2017/5/26,5328.859863,5336.759766,5282.419922,5336.640137,5336.640137,76926600
2017/5/29,5327.72998,5335.779785,5316.689941,5332.470215,5332.470215,43001700
2017/5/30,5291.080078,5309.359863,5273.560059,5305.939941,5305.939941,78126400
2017/5/31,5306.209961,5334.569824,5283.629883,5283.629883,5283.629883,143676300
2017/6/1,5290.839844,5327.600098,5287.990234,5318.669922,5318.669922,84194600
2017/6/2,5347.859863,5372.970215,5328.189941,5343.410156,5343.410156,95624300
2017/6/5,5337.109863,5343.790039,5299.759766,5307.890137,5307.890137,48932000
2017/6/6,5280.200195,5296.419922,5260.950195,5269.220215,5269.220215,79880200
2017/6/7,5261.419922,5320.040039,5254.029785,5265.529785,5265.529785,94213100
2017/6/8,5264.689941,5290.5,5250.680176,5264.240234,5264.240234,85052500
2017/6/9,5275.990234,5320.169922,5266.830078,5299.709961,5299.709961,79889400
2017/6/12,5282.580078,5286.100098,5233.689941,5240.589844,5240.589844,85538800
2017/6/13,5254.140137,5273.870117,5248.290039,5261.740234,5261.740234,72390200
2017/6/14,5283.600098,5314.959961,5243.290039,5243.290039,5243.290039,97019900
2017/6/15,5235.359863,5235.879883,5176.669922,5216.879883,5216.879883,118313500
2017/6/16,5243.529785,5273.680176,5236,5263.310059,5263.310059,164098100
2017/6/19,5305.220215,5331.319824,5302.049805,5310.720215,5310.720215,77527800
2017/6/20,5330.580078,5339.549805,5293.649902,5293.649902,5293.649902,81245800
2017/6/21,5273,5286.060059,5224.049805,5274.259766,5274.259766,83179900
2017/6/22,5258.680176,5286.459961,5237.330078,5281.930176,5281.930176,80688900
2017/6/23,5273.240234,5283.879883,5247.52002,5266.120117,5266.120117,66693700
2017/6/26,5295.040039,5323.72998,5289.560059,5295.75,5295.75,67071900
2017/6/27,5282.870117,5284.959961,5237.669922,5258.580078,5258.580078,90277800
2017/6/28,5235.830078,5273.950195,5203.899902,5252.899902,5252.899902,96381000
2017/6/29,5268.22998,5272.939941,5143.819824,5154.350098,5154.350098,114605600
2017/6/30,5157.589844,5192.390137,5117.22998,5120.680176,5120.680176,97126700
2017/7/3,5151.189941,5200.72998,5151.189941,5195.720215,5195.720215,76373400
2017/7/4,5170.540039,5197.810059,5165.859863,5174.899902,5174.899902,56279100
2017/7/5,5174.790039,5192.509766,5160.859863,5180.100098,5180.100098,85258200
2017/7/6,5177.209961,5177.620117,5111.160156,5152.399902,5152.399902,91164900
2017/7/7,5149.790039,5155.419922,5125.990234,5145.160156,5145.160156,74708800
2017/7/10,5160.700195,5179.339844,5147.669922,5165.640137,5165.640137,60989800
2017/7/11,5172.029785,5186.439941,5135.950195,5140.600098,5140.600098,64875700
2017/7/12,5158.22998,5239.02002,5157.839844,5222.129883,5222.129883,83513800
2017/7/13,5228.930176,5259.470215,5221.580078,5235.399902,5235.399902,75719800
2017/7/14,5246.200195,5246.779785,5215.97998,5235.310059,5235.310059,60089700
2017/7/17,5238.410156,5246.22998,5214.310059,5230.169922,5230.169922,53978000
2017/7/18,5219.669922,5233.149902,5164.629883,5173.27002,5173.27002,75790200
2017/7/19,5196.129883,5218.990234,5174.290039,5216.069824,5216.069824,69296400
2017/7/20,5239.459961,5251.25,5177.72998,5199.220215,5199.220215,78772300
2017/7/21,5188.919922,5208.850098,5095.120117,5117.660156,5117.660156,106403800
2017/7/24,5133.680176,5143.47998,5094.359863,5127.700195,5127.700195,0
2017/7/25,5130.529785,5193.189941,5130.529785,5161.080078,5161.080078,91159700
2017/7/26,5162.240234,5208.330078,5158.790039,5190.169922,5190.169922,79110400
2017/7/27,5181.149902,5218.560059,5172.779785,5186.950195,5186.950195,99460800
2017/7/28,5144.029785,5144.029785,5105.720215,5131.390137,5131.390137,99859600
2017/7/31,5127.629883,5148.149902,5092.140137,5093.77002,5093.77002,87612000
2017/8/1,5116.899902,5148.490234,5087.379883,5127.029785,5127.029785,75327900
2017/8/2,5122.379883,5135.140137,5094.640137,5107.25,5107.25,82005400
2017/8/3,5097.140137,5142.910156,5084.200195,5130.490234,5130.490234,71167300
2017/8/4,5122.399902,5216.399902,5118.609863,5203.439941,5203.439941,78567600
2017/8/7,5210.72998,5220.589844,5195.259766,5207.890137,5207.890137,63788300
2017/8/8,5200.200195,5231.649902,5191.379883,5218.890137,5218.890137,62058600
2017/8/9,5182.049805,5183.370117,5122.5,5145.700195,5145.700195,84579800
2017/8/10,5140.990234,5148.470215,5096.189941,5115.22998,5115.22998,71793700
2017/8/11,5081.919922,5086.060059,5046.75,5060.919922,5060.919922,86172400
2017/8/14,5082.870117,5136.189941,5080.009766,5121.669922,5121.669922,57283400
2017/8/15,5141.02002,5158.5,5123.970215,5140.25,5140.25,48077600
2017/8/16,5159.100098,5200.160156,5159.100098,5176.609863,5176.609863,55940500
2017/8/17,5164.540039,5180.259766,5137.419922,5146.850098,5146.850098,64545000
2017/8/18,5103.470215,5117.040039,5074.450195,5114.149902,5114.149902,73461700
2017/8/21,5091.310059,5105.939941,5066.189941,5087.589844,5087.589844,59101700
2017/8/22,5112.129883,5137.540039,5101.680176,5131.859863,5131.859863,57269900
2017/8/23,5125.029785,5149.080078,5105.549805,5115.390137,5115.390137,58660400
2017/8/24,5127.709961,5136.299805,5111.859863,5113.129883,5113.129883,55558700
2017/8/25,5121.47998,5141.049805,5098.509766,5104.330078,5104.330078,57203600
2017/8/28,5076.470215,5106.25,5066.009766,5079.75,5079.75,37172200
2017/8/29,5035.379883,5041.890137,4995.069824,5031.919922,5031.919922,83662800
2017/8/30,5063.240234,5069.120117,5046.069824,5056.339844,5056.339844,61690100
2017/8/31,5083.120117,5104.779785,5068.439941,5085.589844,5085.589844,108192000
2017/9/1,5117.189941,5138.419922,5115.950195,5123.259766,5123.259766,75774600
2017/9/4,5088.279785,5114.700195,5088.279785,5103.970215,5103.970215,44171300
2017/9/5,5107.189941,5125.799805,5081.080078,5086.560059,5086.560059,72150200
2017/9/6,5054.319824,5114.290039,5050.089844,5101.410156,5101.410156,173147800
2017/9/7,5118.839844,5148.060059,5103.149902,5114.620117,5114.620117,84862300
2017/9/8,5099.310059,5117.890137,5086.509766,5113.490234,5113.490234,84096300
2017/9/11,5145.779785,5180.25,5145.779785,5176.709961,5176.709961,76915100
2017/9/12,5192.75,5219.080078,5184.470215,5209.009766,5209.009766,79355100
2017/9/13,5205.209961,5227,5200.209961,5217.589844,5217.589844,86353100
2017/9/14,5205.180176,5233.540039,5201.649902,5225.200195,5225.200195,79396000
2017/9/15,5220.890137,5237.169922,5201.970215,5213.910156,5213.910156,259691200
2017/9/18,5231.990234,5239.879883,5221.560059,5229.319824,5229.319824,61537100
2017/9/19,5223.290039,5238.290039,5219.709961,5237.439941,5237.439941,66921900
2017/9/20,5230.509766,5248.790039,5230.02002,5241.660156,5241.660156,65750000
2017/9/21,5259.02002,5275.419922,5257.439941,5267.290039,5267.290039,84829300
2017/9/22,5277.390137,5295.930176,5271.879883,5281.290039,5281.290039,71447900
2017/9/25,5267.990234,5286.830078,5260.459961,5267.129883,5267.129883,64221800
2017/9/26,5263.950195,5274.580078,5255.109863,5268.759766,5268.759766,70839200
2017/9/27,5281.299805,5289.890137,5272.319824,5281.959961,5281.959961,74049900
2017/9/28,5286.049805,5295.27002,5279.100098,5293.77002,5293.77002,67809900
2017/9/29,5297.419922,5329.810059,5284.740234,5329.810059,5329.810059,85230900
2017/10/2,5332.919922,5350.439941,5326.660156,5350.439941,5350.439941,68575600
2017/10/3,5362.75,5370.890137,5355.299805,5367.410156,5367.410156,58748500
2017/10/4,5369.240234,5369.450195,5345.200195,5363.22998,5363.22998,80019900
2017/10/5,5355.910156,5381.740234,5355.910156,5379.209961,5379.209961,70314300
2017/10/6,5378.069824,5378.069824,5350.259766,5359.899902,5359.899902,66128500
2017/10/9,5364.810059,5378.509766,5351.680176,5365.830078,5365.830078,55296900
2017/10/10,5364.160156,5372.27002,5351.790039,5363.649902,5363.649902,59718000
2017/10/11,5367.379883,5367.379883,5338.140137,5362.410156,5362.410156,71441700
2017/10/12,5358.419922,5361.919922,5342.689941,5360.810059,5360.810059,56447100
2017/10/13,5362.72998,5371.649902,5344.959961,5351.740234,5351.740234,73942000
2017/10/16,5362.529785,5371.620117,5347.609863,5362.879883,5362.879883,63076900
2017/10/17,5372.649902,5376.689941,5347.549805,5361.370117,5361.370117,64933200
2017/10/18,5368.089844,5394.22998,5359.680176,5383.810059,5383.810059,64165900
2017/10/19,5371,5377.810059,5343,5368.290039,5368.290039,86686600
2017/10/20,5389.47998,5392.089844,5368.209961,5372.379883,5372.379883,92307000
2017/10/23,5377.450195,5408.740234,5367.649902,5386.810059,5386.810059,63702000
2017/10/24,5377.859863,5413.029785,5377.859863,5394.799805,5394.799805,74560600
2017/10/25,5399.609863,5416.540039,5364.160156,5374.890137,5374.890137,80466800
2017/10/26,5383.439941,5459.609863,5375.259766,5455.399902,5455.399902,90950700
2017/10/27,5470.339844,5513.529785,5470.240234,5494.129883,5494.129883,95585200
2017/10/30,5488.330078,5507.560059,5487.290039,5493.629883,5493.629883,67428800
2017/10/31,5492.629883,5511.25,5489.410156,5503.290039,5503.290039,75164700
2017/11/1,5524.379883,5536.399902,5514.290039,5514.290039,5514.290039,75303700
2017/11/2,5510.959961,5520.810059,5486.240234,5510.5,5510.5,70253200
2017/11/3,5513.470215,5521.919922,5498.290039,5517.970215,5517.970215,75125000
2017/11/6,5507.069824,5513.310059,5492.899902,5507.25,5507.25,70213800
2017/11/7,5521.75,5525.549805,5475.919922,5480.640137,5480.640137,78339100
2017/11/8,5487.529785,5496.080078,5452.200195,5471.430176,5471.430176,92596200
2017/11/9,5470.180176,5479.700195,5401.430176,5407.75,5407.75,98897900
2017/11/10,5405.549805,5415.879883,5375.120117,5380.720215,5380.720215,84901400
2017/11/13,5382.649902,5384.759766,5301.02002,5341.629883,5341.629883,84572600
2017/11/14,5345.299805,5365.640137,5301.569824,5315.580078,5315.580078,90263700
2017/11/15,5301.140137,5312.390137,5267.220215,5301.25,5301.25,94175400
2017/11/16,5325.410156,5345.22998,5312.870117,5336.390137,5336.390137,74296300
2017/11/17,5335.850098,5350.25,5304.350098,5319.169922,5319.169922,88650100
2017/11/20,5311.279785,5348.149902,5302.850098,5340.450195,5340.450195,66757000
2017/11/21,5335.839844,5385.859863,5326.859863,5366.149902,5366.149902,74777300
2017/11/22,5364.609863,5391.009766,5352.759766,5352.759766,5352.759766,67526600
2017/11/23,5339.759766,5391.890137,5330.319824,5379.540039,5379.540039,55368500
2017/11/24,5374.399902,5419.879883,5374.399902,5390.459961,5390.459961,54357200
2017/11/27,5378.959961,5408.470215,5359.390137,5360.089844,5360.089844,62120700
2017/11/28,5366.379883,5398.189941,5357.279785,5390.47998,5390.47998,65960000
2017/11/29,5416.490234,5441.689941,5394.890137,5398.049805,5398.049805,92621500
2017/11/30,5402.660156,5429.649902,5372.589844,5372.790039,5372.790039,128032500
2017/12/1,5374.129883,5378.319824,5299.060059,5316.890137,5316.890137,99908800
2017/12/4,5363.290039,5400.100098,5350.589844,5389.290039,5389.290039,81907500
2017/12/5,5382.22998,5392.47998,5349.790039,5375.529785,5375.529785,77844600
2017/12/6,5333.319824,5385.529785,5316.549805,5374.350098,5374.350098,78019500
2017/12/7,5374.569824,5396.310059,5365.75,5383.859863,5383.859863,81173900
2017/12/8,5411.910156,5425.75,5393.560059,5399.089844,5399.089844,90629200
2017/12/11,5411.709961,5411.709961,5382.5,5386.830078,5386.830078,68771400
2017/12/12,5394.930176,5427.189941,5359.759766,5427.189941,5427.189941,80840200
2017/12/13,5415.319824,5429.029785,5393.97998,5399.450195,5399.450195,87609600
2017/12/14,5392,5400.279785,5357.140137,5357.140137,5357.140137,78206300
2017/12/15,5340.339844,5360.870117,5330.100098,5349.299805,5349.299805,157439000
2017/12/18,5386.399902,5427.870117,5386.399902,5420.580078,5420.580078,81891400
2017/12/19,5409.649902,5420.640137,5380.149902,5382.910156,5382.910156,63736200
2017/12/20,5377.919922,5382.370117,5338.029785,5352.77002,5352.77002,68688100
2017/12/21,5332.390137,5389.799805,5323.540039,5385.970215,5385.970215,70387200
2017/12/22,5371,5385.959961,5355.439941,5364.720215,5364.720215,46753800
2017/12/27,5359.819824,5388.140137,5352.529785,5368.839844,5368.839844,41098800
2017/12/28,5367.700195,5370.430176,5331.160156,5339.419922,5339.419922,42420600
2017/12/29,5336.149902,5344.049805,5312.560059,5312.560059,5312.560059,46218500
2018/1/2,5318.740234,5318.740234,5258.660156,5288.600098,5288.600098,66802600
2018/1/3,5295.310059,5347.629883,5291.890137,5331.279785,5331.279785,75371700
2018/1/4,5360.009766,5430.720215,5360.009766,5413.689941,5413.689941,92583500
2018/1/5,5424.160156,5470.75,5422.779785,5470.75,5470.75,76275800
2018/1/8,5483.470215,5499.149902,5478.919922,5487.419922,5487.419922,72318000
2018/1/9,5491.910156,5525.669922,5491.910156,5523.939941,5523.939941,78844900
2018/1/10,5518.319824,5529.299805,5487.560059,5504.680176,5504.680176,96478300
2018/1/11,5514.089844,5516.589844,5478.970215,5488.549805,5488.549805,83544400
2018/1/12,5502.629883,5520.180176,5486.089844,5517.060059,5517.060059,80659900
2018/1/15,5515.549805,5525.009766,5501.279785,5509.689941,5509.689941,56215000
2018/1/16,5513.700195,5535.950195,5500.220215,5513.819824,5513.819824,69422000
2018/1/17,5496.259766,5518.390137,5485.02002,5493.990234,5493.990234,72741600
2018/1/18,5511.299805,5515.160156,5474.109863,5494.830078,5494.830078,82084500
2018/1/19,5493.990234,5528.890137,5490.319824,5526.509766,5526.509766,78466200
2018/1/22,5520.209961,5543.060059,5512.27002,5541.990234,5541.990234,77421200
2018/1/23,5563.560059,5567.029785,5521.830078,5535.259766,5535.259766,85807600
2018/1/24,5532.850098,5538.580078,5495.160156,5495.160156,5495.160156,85219400
2018/1/25,5493.810059,5525.759766,5456.049805,5481.209961,5481.209961,84803300
2018/1/26,5496.830078,5539.77002,5493.660156,5529.149902,5529.149902,65388300
2018/1/29,5534.140137,5537.529785,5517.669922,5521.589844,5521.589844,60112400
2018/1/30,5493.930176,5518.939941,5464.850098,5473.779785,5473.779785,80083100
2018/1/31,5483.509766,5496.779785,5471.180176,5481.930176,5481.930176,83562500
2018/2/1,5510.589844,5529.399902,5432.589844,5454.549805,5454.549805,87026200
2018/2/2,5433.839844,5437.259766,5364.97998,5364.97998,5364.97998,99312300
2018/2/5,5322.939941,5332.77002,5283.27002,5285.830078,5285.830078,96711900
2018/2/6,5104.279785,5226.129883,5101.149902,5161.810059,5161.810059,175358700
2018/2/7,5208.109863,5267.879883,5169.399902,5255.899902,5255.899902,117755000
2018/2/8,5229.779785,5248.439941,5129.52002,5151.680176,5151.680176,123977500
2018/2/9,5133.459961,5155.870117,5051.209961,5079.209961,5079.209961,143039900
2018/2/12,5130.399902,5165.75,5113.819824,5140.060059,5140.060059,93467100
2018/2/13,5136.089844,5155.220215,5109.240234,5109.240234,5109.240234,78507900
2018/2/14,5137.569824,5188.140137,5081.620117,5165.259766,5165.259766,109723700
2018/2/15,5211.709961,5255.080078,5204.439941,5222.52002,5222.52002,97295500
2018/2/16,5249.419922,5291.47998,5245.799805,5281.580078,5281.580078,101183700
2018/2/19,5295.330078,5297.370117,5249.890137,5256.180176,5256.180176,51447900
2018/2/20,5257.430176,5291.810059,5249.850098,5289.859863,5289.859863,75702000
2018/2/21,5278.47998,5303.810059,5255.77002,5302.169922,5302.169922,72945400
2018/2/22,5272.430176,5321.189941,5253.200195,5309.22998,5309.22998,87528200
2018/2/23,5312.299805,5322.350098,5292.700195,5317.370117,5317.370117,68488500
2018/2/26,5343.569824,5357.359863,5329.509766,5344.259766,5344.259766,67882600
2018/2/27,5358.569824,5363.52002,5329.790039,5343.930176,5343.930176,76239100
2018/2/28,5321.5,5357.060059,5312.620117,5320.490234,5320.490234,84387800
2018/3/1,5304.810059,5315.77002,5242.870117,5262.560059,5262.560059,112757700
2018/3/2,5223.140137,5226.109863,5121.240234,5136.580078,5136.580078,117629800
2018/3/5,5116.390137,5176.52002,5115.939941,5167.22998,5167.22998,120940100
2018/3/6,5203.109863,5216.600098,5170.140137,5170.22998,5170.22998,90489200
2018/3/7,5151.689941,5203.060059,5134.509766,5187.830078,5187.830078,93450600
2018/3/8,5189.140137,5264.359863,5186.279785,5254.100098,5254.100098,92799400
2018/3/9,5243.089844,5293.080078,5241.509766,5274.399902,5274.399902,75500400
2018/3/12,5298.220215,5302.419922,5258.109863,5276.709961,5276.709961,64074300
2018/3/13,5284.839844,5311.660156,5225.27002,5242.790039,5242.790039,87014000
2018/3/14,5237.75,5272.720215,5224.310059,5233.359863,5233.359863,73618000
2018/3/15,5252.220215,5274.939941,5235.939941,5267.259766,5267.259766,82441300
2018/3/16,5259.359863,5299.22998,5258.509766,5282.75,5282.75,150258600
2018/3/19,5263.390137,5265.439941,5210.069824,5222.839844,5222.839844,76919000
2018/3/20,5232.120117,5255.100098,5208.509766,5252.430176,5252.430176,66443200
2018/3/21,5252.779785,5257.240234,5220.259766,5239.740234,5239.740234,69220400
2018/3/22,5205.169922,5231.169922,5119.290039,5167.209961,5167.209961,104323700
2018/3/23,5115.819824,5128.709961,5059.669922,5095.220215,5095.220215,102365000
2018/3/26,5106.339844,5126.990234,5043.27002,5066.279785,5066.279785,83600900
2018/3/27,5141.399902,5149.049805,5100.209961,5115.740234,5115.740234,84280000
2018/3/28,5073.419922,5130.439941,5038.120117,5130.439941,5130.439941,102195900
2018/3/29,5152.029785,5194.97998,5134.75,5167.299805,5167.299805,92382200
2018/4/3,5144.629883,5171.620117,5118.689941,5152.120117,5152.120117,81857300
2018/4/4,5155.470215,5163.629883,5094.689941,5141.799805,5141.799805,91113200
2018/4/5,5216.680176,5280.609863,5213.629883,5276.669922,5276.669922,94689000
2018/4/6,5256.25,5282.720215,5243.02002,5258.240234,5258.240234,68854400
2018/4/9,5271,5289.720215,5247.569824,5263.390137,5263.390137,60670000
2018/4/10,5299.580078,5312.879883,5281.580078,5307.560059,5307.560059,78090500
